MovieID,CustomerID,Rating
3938,2415114,3
2452,1374373,5
3825,257021,3
4432,2014748,4
3427,204994,4
3106,2316221,5
2122,7459,5
1110,974776,5
3756,471530,4
2452,191778,5
2452,415769,4
1542,2234329,5
1865,1523579,2
457,1496865,5
571,2490021,5
2372,435415,4
4356,465286,3
1905,812263,3
4356,1684651,4
2782,2357012,4
3860,45641,3
1542,1426797,4
1220,616093,2
3938,219431,4
3962,584733,4
886,1516496,4
3917,374487,5
571,2126308,3
3756,1462534,4
2782,2028043,5
2152,1798080,2
4306,793653,5
4356,2612945,4
607,2468287,3
2122,2241352,5
4306,302479,5
4306,401023,5
3917,2130316,4
3756,1950559,3
3106,892990,3
1220,1028824,5
2152,1354943,5
1145,745647,3
3282,429997,4
3825,2381411,4
3151,423397,5
4432,1499748,5
3938,1132581,4
3282,2278949,4
4356,2625260,4
3938,2138785,3
4472,1179440,4
886,1671153,5
4306,99400,5
2122,617569,5
2452,1433747,5
4432,2048777,4
3624,2097872,3
1220,1574079,5
571,1029970,3
1542,136736,4
3624,354738,5
1220,2447368,4
3860,1687382,2
3756,886278,4
571,1649699,3
2452,1803694,5
2862,1986668,3
4432,1784974,4
758,305343,3
1220,477789,5
3151,1475591,3
1798,263722,5
3624,994579,3
3282,531782,5
4432,411792,4
3925,2394694,4
2913,836517,5
2862,565839,3
886,216059,4
1145,2513945,3
3925,1583553,4
3938,1724325,5
1220,1971432,5
886,2182729,5
4123,370070,4
3938,2180139,3
4123,1539184,5
2782,2314628,2
2152,335985,2
4123,1063516,1
2452,1121362,4
2913,728004,5
1307,1314602,3
4306,2151636,3
4306,1381413,5
3427,2497604,3
1865,2623012,4
1905,952769,3
3860,324393,2
2913,2015834,1
1180,580665,5
1428,98301,4
1307,1236581,4
1542,2452963,2
3962,1306870,5
4432,221797,3
1865,778278,4
886,1257970,3
3151,810009,3
3282,650828,4
1307,2545306,2
191,1784654,3
2391,2119806,2
3151,1978846,2
571,91342,4
3427,2192874,3
1798,277434,4
1905,2513046,5
1220,490456,5
3860,2120145,5
1905,509913,5
1470,1133844,4
1145,920128,3
758,122752,2
3756,1967541,4
191,2377168,4
3825,1176421,4
3938,1351206,5
191,1648320,5
1470,406461,4
1145,992491,2
2452,1347425,3
3860,494699,2
886,336067,4
4472,1336398,3
3825,726342,4
886,268,5
3962,2013344,5
1220,361522,5
2152,45366,3
4306,354978,4
1542,2179614,3
2122,1463452,5
1307,1921711,4
3938,1004018,5
1798,2316326,5
886,2230007,1
1180,1964325,5
2782,2535541,4
3925,1346539,4
1428,2445355,5
4472,2397830,5
4432,1791124,4
3106,1990128,4
758,674024,3
1962,526286,4
1470,1045921,4
1865,1184344,1
886,1527111,4
1798,580401,3
886,1317422,4
758,1115188,5
2913,2524150,4
3151,1421137,2
30,2209572,4
3282,2615596,4
4356,1339423,3
2782,2482188,5
2452,1089618,5
1905,1414501,5
457,1427566,3
3624,1422656,4
3917,1998955,5
2452,2113709,5
3106,68484,5
1110,2127146,5
3427,16710,4
30,2372906,1
1145,526151,4
3917,2533495,3
3917,1607194,4
571,1631237,5
571,1928692,4
4306,1527650,4
4306,1652024,5
313,1223912,5
2452,976755,5
4123,1161068,4
191,1949028,4
3624,523340,4
1865,1243266,3
4356,2418782,2
1865,662624,4
607,1403031,5
1905,781021,4
4356,2600777,4
571,2612187,4
4432,605919,5
2152,1887662,4
3151,539112,4
2782,566630,4
3962,682972,5
3962,2407518,3
1180,457070,5
4123,2408757,2
1905,1846387,4
3151,1513131,2
2913,1001797,4
1428,2505245,5
3282,1884512,4
1962,1572525,5
4432,1198385,5
2152,2287049,3
2913,2152094,5
571,2093936,4
4356,1990497,5
4356,899601,2
3962,951650,4
4306,1160833,4
607,334737,4
2122,185066,2
3151,2540384,1
4123,1268089,5
4306,2331744,4
1905,620076,4
1220,307437,3
3938,119348,5
3860,1288244,3
1110,2154496,3
1307,1082471,3
4472,2640654,2
3151,502793,4
1542,930680,3
1542,1982650,3
1180,2537502,5
3917,1403031,3
1865,2365487,1
1962,299629,5
3938,583852,5
3106,2323124,3
1962,432325,3
1145,2537550,3
2372,602347,5
3282,962214,4
2152,1914292,5
3427,988777,5
1145,1705293,5
3860,2441504,4
30,1942311,2
3106,1209622,5
571,1116129,5
3624,1597062,4
4472,1742261,4
1110,1008623,4
2782,2381982,5
3427,712575,3
607,2370505,3
3825,68659,3
3151,45596,2
3427,789717,4
1542,2481417,2
3860,2142948,5
3825,1462271,4
457,2393379,5
3860,1537982,4
1542,945994,4
3925,1879525,4
2122,1119817,5
1145,2518948,2
4123,1301956,5
1798,2280721,5
3106,2450116,4
4356,50669,4
2372,11043,4
191,1753560,3
3106,680958,4
3825,1979523,2
3825,1155493,4
3938,258967,4
3106,978431,3
3427,1876513,4
3860,1778488,4
4472,1933022,5
4356,2217942,3
4432,21202,5
2122,1457214,3
191,2475608,4
2913,1231165,3
1307,725227,5
1470,583438,3
2152,2458835,3
1145,472585,5
3282,1404811,2
1470,1656176,5
1962,1868251,4
1220,306781,5
4472,548195,3
191,541591,4
2862,2291946,5
1110,2441217,3
30,2003413,4
2782,1488844,4
2391,807777,3
3938,208937,5
3917,1499785,4
2782,313046,4
1905,1177035,4
1307,1590614,3
3151,2044497,4
3860,1591124,4
3427,193114,5
3917,96388,5
313,230029,4
2372,1414066,3
1470,341605,4
1865,1775849,5
3427,2073549,4
1180,1955745,5
2152,1787269,4
758,94039,3
4123,152858,5
4432,415085,5
4306,128129,3
3282,1688805,4
3106,2484233,5
3624,760580,4
1470,459926,2
2862,1385728,5
2782,1212427,4
3962,1398312,4
1905,369441,5
2452,1069802,5
1110,887661,2
3962,638319,5
4306,1059081,5
571,311117,5
4306,1755946,3
3860,1571311,2
4432,302363,5
1220,1505455,1
1220,378375,3
1905,2112660,5
2782,15233,4
3938,2405956,5
1542,2562309,2
758,2392201,4
571,363980,5
2152,958351,4
2862,1343549,4
2372,1407492,4
3282,2321989,4
2782,678518,5
3938,725138,5
191,2378591,5
1428,1216023,3
4356,1284386,4
2391,911151,5
2152,2083213,5
3925,1065852,5
191,2379883,5
3925,775578,3
3860,1050378,3
1798,1560412,1
2452,1780894,5
3860,1878489,4
1145,1516909,4
1962,480383,1
3282,1381683,2
1962,1484655,5
4306,190881,4
4123,1080381,4
4472,234595,5
3282,2315170,3
3624,2180639,3
2391,2387969,2
3427,530014,3
4472,2146017,4
2372,1240803,2
3825,1828353,4
1798,2401021,3
3938,2585245,4
3962,2534832,4
758,332476,5
2862,661407,4
1428,796945,4
1145,2604976,1
4123,393903,5
3756,2133785,3
1905,2359874,5
571,684218,4
1865,2311749,2
3106,2243274,5
3151,1009327,2
3624,279433,5
3917,863482,4
3825,323770,4
3624,1414072,3
457,83312,5
4123,2145573,3
4306,1608439,4
2913,1993007,4
3860,92258,3
4306,655142,5
1798,514774,4
4306,202909,3
2391,1869630,3
1220,2463886,5
3825,682695,3
30,1089762,4
3860,1304853,3
4123,618686,3
3860,1351383,3
2391,168846,4
1145,1253624,3
4306,206839,5
30,1588861,3
4472,982563,3
3860,2587120,4
1307,2066658,2
2122,2267168,3
3825,1236370,4
2862,1352256,4
3151,1113302,5
2122,2188171,4
3282,106933,4
4306,2304846,4
3106,2268465,3
30,1638079,4
3962,405361,5
4432,1871378,4
3925,1961837,3
4306,2129217,3
4472,1156780,4
1542,958893,4
313,1605564,1
1180,237026,3
2862,1126408,5
2862,2108997,5
2452,1653499,5
1962,2140815,4
758,1311436,5
2122,1396727,4
1905,2080890,3
457,1142807,5
3938,600033,2
3860,389401,4
3427,1512942,3
457,1695000,1
1110,2269659,3
3860,1784466,4
2372,1938037,4
2372,849715,3
1307,1492947,3
1542,674849,5
1307,1729881,3
1470,2236414,3
3756,255120,3
191,1688727,1
30,1922690,4
2391,11027,4
3917,83562,2
4432,1753259,4
2452,1759116,4
4306,1823245,5
3624,374063,4
1145,2623764,4
1798,2312918,5
191,1199198,4
607,933266,3
571,2361695,4
191,421509,3
571,2214913,5
1962,257179,3
1865,1256176,2
2782,1707211,5
4472,2338751,1
313,925172,3
4123,1154747,4
4123,2371595,5
2862,32832,4
1905,1572717,4
1542,2060219,5
2862,260103,1
1962,44539,5
191,1318951,5
758,385593,5
1905,2623677,5
1145,649243,4
2122,2538688,1
3962,1875936,4
3962,1162229,5
1905,663764,4
2152,539162,5
1798,1556862,4
2152,2581842,3
2122,902007,4
1962,1749442,4
3962,1306708,5
3925,143520,2
4306,669397,4
607,1214886,1
4123,2146809,5
4432,1555969,4
3151,2231960,1
1865,1533721,5
1905,1856032,5
571,854946,4
30,458766,4
3282,1221558,4
2452,570633,5
3825,1590585,5
4356,820026,5
30,911389,2
313,2146729,3
1145,445836,5
2862,1361756,3
3756,255341,2
1962,953479,3
4123,2387763,4
313,1317661,5
3917,1120216,5
1145,882071,4
2452,1732871,5
3938,1606599,5
4432,1069493,3
886,323487,4
2452,416074,5
1307,335750,4
886,2035152,5
3825,2096587,2
2452,1780507,5
3427,330455,1
1145,1062199,5
1428,2124429,5
1428,2555685,3
1307,2522677,3
2152,689070,1
2913,125769,4
571,928520,5
1798,301892,5
1145,879760,3
3860,2271293,5
1905,822956,5
1865,1227622,3
2122,406893,5
1180,1802372,5
1145,2012807,4
2372,773626,5
191,2206502,3
1962,273823,3
3860,987706,3
2782,1274889,5
313,198147,5
1542,1626224,1
3151,1347995,3
1428,450231,3
313,808382,4
1307,1589349,3
457,1298475,2
2372,33388,3
1962,512598,2
3106,475177,4
457,2308764,2
4306,2228144,5
886,385743,5
571,154330,3
3938,1885910,4
3427,1350639,3
4472,140493,4
607,1902220,4
1905,1122274,2
4432,1366134,5
3860,317271,5
2372,1352380,5
4472,335351,1
3151,2501551,2
1145,1085363,3
3151,1075151,4
1428,995690,5
1798,1981245,3
4356,1874848,4
2152,80091,4
3825,956035,4
1220,2149939,4
3282,2390891,4
1905,2393528,3
4123,1483368,5
4306,1755559,4
3962,56876,5
3962,807114,5
571,1612915,4
1798,2454084,2
4356,1304144,4
4472,936971,5
3106,1648315,5
607,1985857,2
3962,596791,5
313,1251432,2
571,435981,5
4306,363933,5
2391,2594535,3
1798,422185,5
2862,2348401,5
1307,677997,3
3427,2257878,4
1542,319368,3
1220,2137570,4
1905,1146493,4
1220,219387,5
1220,1781873,5
2782,2131180,4
2452,2512855,5
1220,2008128,2
3925,2179630,5
4432,73989,4
3624,616824,5
4306,1720746,5
1145,2269994,5
2122,1649820,5
758,482223,5
3282,2542888,3
2452,2122837,5
3427,1575976,4
3282,1029061,4
1428,1864938,2
3427,733203,4
571,2167111,5
4432,1441654,3
1428,1698012,4
1180,507581,5
3282,811064,5
191,2029460,5
30,945258,3
3282,1803023,4
2913,1475582,3
4123,884944,3
1220,729881,3
2913,1467093,5
3917,1072131,5
571,1053827,2
1905,2378461,5
3825,1189547,3
571,2283339,4
1905,2631038,5
457,859980,3
3825,864618,3
2452,165337,5
2782,1418514,4
3917,1358544,5
2452,2004219,4
2452,2517993,4
3860,2364556,4
2372,1905724,4
3282,1560186,2
3938,2618537,4
2782,1844686,4
191,156848,2
3860,669622,5
457,680785,4
1905,173976,3
3925,882061,4
2913,1027130,4
607,4606,3
3282,1431082,3
2913,706457,4
3624,2139910,3
3151,1074487,5
1798,561997,4
1307,2289828,4
2452,992341,5
1865,1497284,2
2782,1373105,4
1428,1842289,4
1307,537852,4
2862,560727,5
1145,485973,3
3756,2323506,3
3938,1357761,5
4432,2559130,2
2122,1054055,5
4123,1334494,4
1798,836050,5
3938,1274602,3
4432,1608102,5
3282,1411831,5
4432,458304,1
3427,2341871,3
1428,2208428,4
1180,351163,4
3825,810678,3
1865,1262496,4
1180,2053907,4
2913,295868,3
191,1035584,3
1865,875937,2
3925,313158,3
3962,1526490,3
1220,472316,4
2152,994410,4
1905,1816320,5
30,461093,5
886,2183247,4
1470,621986,4
30,1664178,4
3860,744626,4
3756,2379272,2
3106,2494831,5
1428,2605174,3
3925,1549254,4
607,1673078,4
1962,346761,4
2862,2411773,3
3917,1183481,5
4123,2087937,3
2391,527891,3
886,334119,3
3925,1648272,4
2782,2104170,4
1962,232692,4
2913,2134561,4
2452,1345147,5
1542,1474356,3
4432,2477617,4
3624,2369735,4
2862,428898,5
4306,825601,4
2782,1013012,5
1905,1127570,5
2372,849485,4
2152,69065,3
313,2339675,2
1865,1251825,5
3427,2582525,4
886,2202609,4
1180,704850,4
2122,1253859,4
3825,254074,4
1220,779144,3
3624,485116,5
